id,pred
0,8759.290471425838
1,3859.9105471528887
2,3027.7606487820785
3,7990.517288963987
4,4524.287996781556
5,6785.0676041180295
6,6398.870767431399
7,4052.304341874197
8,6570.220869266854
9,5031.605278339258
10,9003.481222024659
11,7403.249572672938
12,14746.129197371298
13,7002.790397823201
14,5534.24412689547
15,8431.684573586925
16,3522.140331284954
17,9947.643196496629
18,2817.701865622742
19,7969.728307382603
20,4179.860617540133
21,3496.689678847776
22,9014.214655394926
23,18282.238009096407
24,6992.761870826905
25,8451.343521016739
26,5868.304580206363
27,11973.207360587106
28,5331.510447933177
29,5268.28941267194
30,7984.034290480892
31,5133.577483640508
32,3010.8224795531128
33,4763.385764827556
34,8112.857523151534
35,8993.696448176861
36,7093.255769326047
37,10873.375826421048
38,14591.688292578023
39,3778.3900975494525
40,3970.384284183307
41,19357.489805431676
42,3276.413873363969
43,12021.930343848351
44,5166.31581135609
45,20423.973570124366
46,3822.4851091146184
47,4162.915950335146
48,4227.393775086163
49,8777.87063746887
50,6180.437414603663
51,3261.704384310811
52,8512.340742179684
53,4824.217522084944
54,2986.5520848215624
55,11956.213643031024
56,4977.768464624308
57,12766.069721246291
58,14914.656101913353
59,5271.9652739373705
60,8761.340293631774
61,1959.0690991982933
62,7884.933489860554
63,6878.279400766781
64,2553.758850975161
65,8397.665527762152
66,3003.5569772588733
67,8921.59741822013
68,4959.749832808533
69,3986.0473618681817
70,9316.50104386293
71,9582.261050166588
72,2895.921504922763
73,5528.285038754619
74,7912.411438191234
75,8170.842188704151
76,17567.98502922528
77,5022.247846077587
78,8480.337875924775
79,9420.941336824362
80,5448.89795896264
81,7491.79974188756
82,3159.248254623717
83,13112.133634426582
84,3619.922448988079
85,12049.01794043018
86,8248.886603341296
87,3514.4440370408884
88,4887.346077008299
89,3683.007960690637
90,7768.985154237504
91,2613.8891055029017
92,4905.687511582776
93,2796.723410032133
94,5302.703615538888
95,21729.499579423868
96,16102.819534108783
97,9100.084992783912
98,2609.8084421458266
99,6133.076626809782
100,8119.713606580058
101,2650.900926667851
102,18064.485489191295
103,9778.59821386901
104,16968.764189590376
105,5372.1042181207295
106,11228.974271067636
107,5290.771028993805
108,6168.1809019107695
109,4420.111188646462
110,6148.819278152411
111,7911.7908955422245
112,5409.059626298718
113,2832.233866572877
114,18118.272708250403
115,7282.882776834306
116,6419.485912730199
117,5694.727805041808
118,6785.362378192608
119,8027.349132559818
120,15591.561315503484
121,3884.1127273394054
122,5855.353265400667
123,8347.580571199944
124,4489.458594291501
125,8989.391366686988
126,2295.320414721012
127,8956.362932848271
128,10681.95715547406
129,8845.88134348257
130,4512.894838275788
131,14206.034442739478
132,8820.295753054068
133,9760.279454894657
134,23638.760050937304
135,21554.45731103578
136,19016.480831213583
137,7593.961445836481
138,18974.271631994914
139,5796.247605877723
140,2858.3135660595226
141,16282.86727067578
142,4857.606831432324
143,4249.293019770661
144,5515.678821620238
145,13054.241276353207
146,5622.073463685402
147,25061.656939717897
148,2770.944542181536
149,11588.47692839985
150,3372.97069002086
151,7484.542936336148
152,14501.319282419445
153,8056.648858993159
154,28457.5936687413
155,13555.46872078295
156,3906.095911569739
157,6245.530642133346
158,7935.710877830278
159,2621.2858836236915
160,7850.108815075592
161,9651.002440603752
162,6416.123173450495
163,5993.364528893101
164,5506.734659376437
165,11333.789906606879
166,4666.599229181927
167,9503.63867180184
168,6633.811339523827
169,5847.173672302361
170,8050.705437283795
171,2423.8676571208225
172,5366.045529189814
173,9605.122832824134
174,5882.8584742219155
175,5074.708522974415
176,2888.385561527117
177,5215.905820446538
178,19296.689866510118
179,10658.097736950944
180,5486.263027097709
181,19188.096644117904
182,6667.396558265771
183,6822.204259857374
184,5706.581321409451
185,6994.4762561318485
186,11601.365521144973
187,9037.552407475076
188,5657.06207546423
189,5410.5547619089875
190,12070.708914216517
191,5532.759622937894
192,6292.419716924269
193,10709.607886690705
194,6956.48108968136
195,6629.13580180408
196,5825.097735041874
197,3884.5937520876473
198,9050.535525008692
199,6153.727523910705
200,5452.950514801198
201,22676.36356209697
202,6847.823655805591
203,11105.820392731992
204,2605.2815761978077
205,10830.534872172298
206,5484.620071147936
207,11032.853524511764
208,8417.210050218671
209,7446.722930701745
210,9639.579760018447
211,6639.251288149324
212,4940.286939492103
213,13595.771252539407
214,7234.787047987068
215,7235.550228078274
216,4665.955410624599
217,4286.653088712736
218,6169.14974917822
219,6358.950902785294
220,6216.964224446212
221,5015.1417245331495
222,4612.929627895889
223,6007.204449674678
224,12500.150293483162
225,22801.45612998242
226,6426.291709573933
227,4701.509313684117
228,14850.985686619273
229,5440.362777998197
230,20506.727322020884
231,6748.507332928288
232,3252.3953041064487
233,6070.964649884496
234,5330.143013872332
235,6452.016928810019
236,3645.260633689436
237,12232.924188252573
238,4335.407408005987
239,4698.475066282294
240,14743.433756724824
241,24854.78815983984
242,14676.697358329246
243,4643.15593378117
244,3695.8162867601504
245,10978.248497322747
246,6876.314914873419
247,4456.1509301577935
248,25698.36592572634
249,5785.152750118034
250,11719.32053160834
251,2753.2217101177416
252,8839.0133101278
253,4571.9252906914535
254,6242.943164657294
255,4223.075117540924
256,12431.659462127349
257,8954.049761627799
258,5400.678582942528
259,5674.799610918595
260,2712.542911859183
261,8976.591065119095
262,8861.383814674404
263,3494.221543542731
264,7166.644621145523
265,5340.043020577493
266,2607.4356833700376
267,6167.23463825323
268,4156.036791326339
269,5430.583685898355
270,6087.5779477956485
271,5448.82514688379
272,6370.191959194569
273,14561.198915098308
274,6390.299467029166
275,22807.327387692792
276,5056.029460423288
277,5830.467467997749
278,5069.763070393018
279,3598.6460808032266
280,6326.590934976921
281,15708.965007892704
282,6997.456213391991
283,6150.288862714073
284,7961.144263520887
285,11954.717471070542
286,4200.067451903742
287,18870.539284976938
288,6221.606046468635
289,14602.349907487758
290,6394.812096109479
291,8344.703872887376
292,11781.40449384651
293,8938.993946512888
294,3697.1362331375653
295,9925.56524918136
296,5628.823853857896
297,3393.659406500293
298,2944.815271838868
299,28511.1383142075
300,11173.219866096822
301,9550.67022661608
302,7710.690421779999
303,6444.574914689927
304,7578.7713911135015
305,3096.802572015741
306,9495.506022485675
307,7653.066263412351
308,3201.125229618592
309,20187.16563793789
310,4399.717266638153
311,6779.476290244685
312,11587.44883415171
313,25573.479814507053
314,4903.889045929206
315,6412.9634205196435
316,12398.00866219696
317,4702.350484132293
318,9356.018956559672
319,6485.745412293067
320,13051.024834882066
321,4595.069971094904
322,4506.568203407828
323,5692.983471235172
324,7492.111329801123
325,3304.868701662791
326,7868.528209080819
327,5035.6336195686745
328,6759.03104190534
329,5498.716191670596
330,31310.848326728646
331,3159.3048764724945
332,4775.286405536854
333,2621.849037980187
334,7991.142193161337
335,8081.374645538349
336,7975.529629217253
337,8346.739957387548
338,3544.54842335419
339,7292.176423048663
340,4447.78131311064
341,3047.905762602939
342,18323.7232796832
343,9148.096139061614
344,15957.81264851055
345,14505.736331984073
346,16288.665677806153
347,13239.133447489137
348,4990.6157200519865
349,12139.228821687326
350,5061.0758468020695
351,15143.034255964878
352,6769.92354980459
353,6502.548171299456
354,6559.740697101554
355,4851.6218976253485
356,6742.497340739812
357,3726.865904897093
358,6187.86195707371
359,4260.737184003662
360,4047.802728914365
361,8301.004551456703
362,8310.01138087351
363,2909.7598574599447
364,4033.631462454685
365,12047.138850528652
366,3739.496213814342
367,4781.373419343561
368,4401.9388129386125
369,6533.854037207503
370,8192.20976899032
371,5356.964935451679
372,9932.34696897179
373,3602.8743334549004
374,11264.80038378295
375,5798.691979610557
376,4613.468816462588
377,11473.592803375763
378,24498.74384193241
379,3373.452514597116
380,6692.721081608417
381,4415.749302848498
382,8431.927682603706
383,2942.2776195412703
384,23693.78648096437
385,3124.0492560311422
386,5853.229205327112
387,13695.267206492614
388,12046.07631354031
389,2786.215740880746
390,5961.392861189805
391,3933.1509764425887
392,8269.896234592767
393,3310.6370204572463
394,4762.576257948682
395,6641.874194181829
396,7072.669558777957
397,6745.886918624994
398,4437.415109339956
399,3959.5682976931557
400,6291.625573192957
401,8085.785742630124
402,13246.380836469865
403,6786.205148805185
404,8972.293089673783
405,6545.709299115448
406,15403.75403292429
407,8916.439863593183
408,3418.704751047807
409,5561.199572065815
410,7132.527634794466
411,6106.992594349867
412,11981.542066092446
413,8452.553879390336
414,15298.511999463077
415,4103.189702395075
416,3232.098533920418
417,20174.365303301885
418,5707.069462657817
419,4336.7259656941515
420,4364.013659684791
421,15092.564001162038
422,5449.936011709582
423,6963.358297245285
424,8493.025544184213
425,3285.2563359860324
426,14159.101374645456
427,15427.8532679162
428,9298.003880064232
429,7596.923040690679
430,4737.931048515938
431,7473.35436368206
432,14234.330519951587
433,4209.536457307082
434,7837.471654459122
435,7497.990381042231
436,4505.984817241989
437,18786.33959194226
438,22658.951142658825
439,1825.452412943095
440,24631.80139677247
441,30064.459965882048
442,11294.782324755592
443,6652.95671305315
444,10250.859269173192
445,31116.908540764223
446,6066.817702650563
447,5170.339840569235
448,3684.832692428878
449,16681.89218724166
450,2466.630302525049
451,4593.419388893583
452,14122.461145707626
453,13542.542281982169
454,17446.46593999951
455,5223.567729266428
456,12668.780977831164
457,15729.425737244479
458,4874.5364353941995
459,7252.634720972105
460,8146.513424064509
461,3523.820620546279
462,6732.520219845827
463,5106.019224458238
464,6696.106126754347
465,7685.735353843143
466,24660.622705042297
467,6391.351843112834
468,9024.640733228925
469,3212.537139496814
470,17225.196192556363
471,9454.932682362705
472,3297.3911861278702
473,4947.236538853296
474,16393.974607656335
475,9867.012147338248
476,2287.1533734939458
477,7042.9568616895285
478,7645.0522862394055
479,8544.147519709082
480,8181.256770213201
481,5591.381313591536
482,4167.690874992954
483,20738.25119535745
484,18292.79709767901
485,14347.878073749218
486,3721.9311232886253
487,7174.932303901815
488,6567.946343657853
489,13815.07725995512
490,3732.086349320082
491,5312.443373076615
492,8404.53238935375
493,8121.728826493268
494,9950.84333289116
495,8999.262155886227
496,5907.022334840603
497,10350.278340720386
498,5952.88122788059
499,4770.614978469345
500,34522.67682339773
501,25814.68442124257
502,4328.560086769447
503,14278.946832691494
504,14089.222540493449
505,8855.858914254415
506,8206.26993166457
507,13274.203577027207
508,9931.86940487167
509,2902.888544177322
510,2346.2707987408544
511,5994.786412299681
512,7681.25852477971
513,11898.061419669722
514,4872.223818007024
515,6012.904630470562
516,4815.356833448853
517,4649.270458286999
518,5203.452008055759
519,7202.024319699801
520,6064.304874017999
521,5865.37029573297
522,6169.6562501046155
523,13172.98300305689
524,5630.25069909749
525,22984.816807591695
526,4716.8554276949235
527,9879.880863134447
528,9146.31915065396
529,13453.247250713934
530,3762.045747937445
531,7838.114320752038
532,2149.518878950036
533,12482.585069560066
534,5382.995379706892
535,5335.425708659485
536,3046.846805450657
537,11588.654759644136
538,6651.423075441314
539,8841.122966530635
540,3350.834161805121
541,6268.227829124811
542,9617.104704883704
543,10229.147875018713
544,4549.295910631953
545,21856.27989169188
546,5196.765175096422
547,7057.0018282385
548,8494.621994997999
549,6866.126865743195
550,29987.031572008833
551,4565.823855182494
552,3634.8236830030437
553,2126.73506682451
554,7261.974683032887
555,7355.592192464424
556,3844.5736134548097
557,4520.688454812732
558,3185.1359273944613
559,14424.098222707646
560,3082.1215445822872
561,3611.923517795432
562,26691.718250383612
563,9002.304007890887
564,3058.0213357390244
565,6722.917020845108
566,4308.3399373266575
567,2931.111633058126
568,3419.828128465771
569,4822.897346224284
570,2847.9833031527432
571,8740.16182540496
572,2678.3910519891497
573,5253.329123112682
574,4560.278428147944
575,2686.7147705039765
576,25674.498223077448
577,10156.650066065597
578,10461.921628591863
579,5642.870314423027
580,18809.230915103166
581,7941.9277336539535
582,7323.691058221465
583,6257.4211966534995
584,5826.840023402911
585,8179.871924358423
586,4533.61594463609
587,6363.560904837851
588,25256.91059734895
589,5990.081864502589
590,15703.980692412299
591,3112.854672116754
592,3770.760579038249
593,6526.37269248926
594,2540.9861731920632
595,9356.956984362316
596,3172.568227881465
597,5056.725514792141
598,17132.97469575432
599,8254.383950244888
600,14501.943154207724
601,7239.350941264706
602,6510.351131142996
603,11902.226782439344
604,5177.101421997849
605,6998.45963244021
606,4718.960809164429
607,5061.552140227325
608,4594.148629391919
609,2914.1318408930033
610,3840.6533013044677
611,10629.699818739566
612,4798.78861856389
613,6664.627243960358
614,9838.859577345773
615,8488.639738215927
616,5980.369279364255
617,3539.7576308870835
618,5774.627590925652
619,5026.65608073053
620,11398.426340583906
621,5403.519202898191
622,21157.279362074813
623,17200.047598544556
624,9233.310668342334
625,8537.176512408974
626,4388.15097669323
627,3216.016699255029
628,14649.196409987966
629,7126.715505112161
630,10345.672914165047
631,5530.303150704688
632,5962.019023918117
633,8314.689120978985
634,2857.1678526178
635,9712.00542750996
636,3288.822168136802
637,2777.8998849147947
638,3413.382291798474
639,7122.046193054679
640,6931.562432069978
641,3196.8948178413757
642,10848.178060156171
643,7152.140895780259
644,8048.0999299937885
645,5372.656242370029
646,2902.283126917802
647,10471.395534771207
648,2683.545911064688
649,5259.120553599639
650,4702.004460527423
651,3592.8379529666886
652,2467.9530995130904
653,6624.201629324791
654,24940.21320805882
655,6236.269989499906
656,7333.280839939982
657,5793.52075745277
658,5094.97324354896
659,26126.580451074566
660,3207.4863858937742
661,4726.905525580867
662,6461.783669268997
663,16046.835193666424
664,5782.145992201104
665,8262.763220589579
666,22000.189780582616
667,5812.585990550768
668,5808.362347842126
669,3979.994950322565
670,11812.271486472355
671,5786.514637062291
672,3542.4005883715686
673,12937.897415674652
674,23438.20114518726
675,3844.1644923928734
676,8165.552324785891
677,10659.01887415494
678,13128.050563255481
679,7296.211397836293
680,4404.228957567958
681,4008.658923041024
682,6191.714503971847
683,4215.488454520528
684,3889.283315424127
685,4633.4136458351895
686,6477.097790383632
687,14027.23436616092
688,4146.638244795126
689,15330.474410307717
690,8279.994313390654
691,6753.84423677854
692,7362.383826229336
693,6042.972810325408
694,5981.420836306982
695,4464.608083002251
696,13079.727596437433
697,33127.56540055204
698,7045.01900025062
699,7845.429283859203
700,4167.392536614473
701,14567.43763963446
702,4914.1584690569625
703,6688.077248778381
704,3302.3643449710657
705,7668.8964763399035
706,6694.749311497949
707,3996.0977192201453
708,7041.940869355858
709,4327.53009245103
710,6557.285288624022
711,9236.461718876291
712,7795.86636863158
713,5715.093661787555
714,8465.091806895309
715,3280.8085866253996
716,3879.9037102326106
717,6480.118835954132
718,8633.126894894027
719,5920.384360077915
720,12614.412085310103
721,7457.791811061641
722,15547.346293054183
723,17491.026276536373
724,4191.363559093712
725,4417.59477585814
726,8668.055177876091
727,3771.6935102605053
728,6159.828980607759
729,3798.694106339572
730,3485.080718747046
731,6370.9370809140355
732,10254.616167986824
733,5389.50791211441
734,7639.965256673693
735,6010.523225569118
736,17696.887558418366
737,3394.433560583862
738,10590.414112586814
739,5212.935601933021
740,7606.7813004616055
741,5521.021581175395
742,15753.133272813227
743,5472.762572747775
744,9413.332975418389
745,31912.82512226315
746,8907.655931769605
747,4623.607995638403
748,10093.81716200372
749,12935.339157394386
750,5919.6083217938
751,14391.621166871868
752,5862.342083824095
753,21718.89190397906
754,4281.286737528815
755,5813.444724481536
756,6883.244368837051
757,2961.996969185738
758,7270.285117585524
759,9521.56699904044
760,12288.80232925302
761,3754.9878688908875
762,3539.9973802184377
763,4426.355965504658
764,4902.920490564143
765,18516.655588235662
766,4016.4383396402136
767,3372.4232021997896
768,15034.203525509647
769,4029.776835832667
770,11829.016958322847
771,4972.433326489802
772,17560.280464930685
773,3642.9597740385234
774,3727.6136908246453
775,8631.436685542109
776,5420.209404575308
777,5765.851815880845
778,12283.90406169321
779,5159.2197714789245
780,14700.228328526775
781,7881.313952213159
782,11183.359659460595
783,11234.73449796508
784,5118.9092287412695
785,3930.676848505467
786,5755.319035639413
787,5450.718942973325
788,4448.961998364232
789,24267.36694788676
790,11620.057617789227
791,5389.78886619182
792,16887.174310089675
793,5512.569508819215
794,4917.679830685262
795,15797.079303875515
796,9320.408591237765
797,16907.585197077482
798,7766.32478821967
799,6018.548644934032
800,5754.333246166205
801,12773.555173420831
802,3836.983052878497
803,4881.951797459344
804,5544.346264514384
805,7601.417011457464
806,10263.629065030966
807,14548.037156964596
808,9655.227610677526
809,6829.917811911407
810,7014.820064791776
811,17790.59524398634
812,3636.5967607990087
813,4669.4726396952665
814,4910.085023949816
815,23186.858882522578
816,3929.81708648383
817,3437.906086557445
818,8504.215527692826
819,19172.763227460575
820,6059.254524172168
