2,3202.1037699830035
25,7136.463291466856
26,5937.286683190963
51,3168.865643149315
52,8401.374941116645
58,12395.80398536233
61,2463.6430562296655
63,7217.8079016771435
75,7719.299372567259
79,9740.572787715737
83,11646.328282918947
91,2319.819568517574
104,15395.18028611899
107,4809.5922169131445
120,13220.801461541985
132,8941.416112894589
133,9960.075325448597
136,17527.288896823113
137,7829.3133800636715
156,4092.702608008926
158,8114.449231917297
160,8108.81209150399
170,7366.459170945236
173,9835.510185106168
176,2892.1233582558893
183,6744.074361464061
185,6127.080180573138
206,5478.277834759826
219,6034.344486739436
238,4526.41277165449
244,3475.4665021785167
245,9406.178233317381
254,5771.0301426546675
259,5547.832602150322
260,2519.912214187963
267,6107.8097546517265
282,6764.541148660376
285,9828.454108471044
291,8240.29459991536
327,5245.3336854995005
340,4126.17056650094
342,16126.543999496982
346,17539.953757047893
348,5070.301856036586
382,9353.61010274308
390,6101.192304922791
408,3255.3686532945835
409,5801.384187788432
446,6070.420525424545
447,6394.595361174768
469,3158.5864813882476
476,2625.862681882807
486,3417.5065123608088
493,8522.285776986779
521,4505.887014093999
526,4864.61612896895
544,3941.9413848387394
545,18040.590065471446
553,1941.402563267978
564,2810.5374293297855
567,2847.1897536175634
569,5236.707361773189
574,4819.15584646181
590,16290.164586436767
599,7375.456409012624
623,17325.48767163774
625,8719.737619860041
633,9020.62968420644
651,3232.2699306222985
653,6398.4742619818635
655,5862.037720063678
657,6091.029070273368
661,5616.243513228098
663,14235.69370083352
673,11066.60207142739
685,4847.241352769058
688,4724.146558721435
701,13760.910525545476
720,10557.457675529278
724,4193.921220789297
733,4995.078880750521
740,8159.471883472986
749,12859.651820761037
772,15564.49919244287
776,6029.470057296766
777,6002.993063337961
782,11287.236464567552
793,5742.49668695807
796,9826.828590938307
797,15951.868774527842
806,9652.057185042115
808,8328.943527062676
820,6406.759374742455
823,4791.0367535803225
837,6002.937781349677
845,5472.594721053681
846,2763.7471214722427
857,5097.368994598792
863,4659.324384514559
865,5257.3690353786205
885,5853.073930268326
915,5680.377593881263
923,6330.06505551793
930,10875.46761811583
935,28605.84055841425
942,22005.3758277557
944,5138.681129179298
949,4566.234504440415
952,4624.355610044021
955,7095.814504339131
957,9710.34191914202
965,8159.402869284668
966,8405.186866709942
968,12163.498991581298
969,6103.405944885536
1002,3200.6825101256172
1010,5555.233455464913
1013,4665.2407757286155
1018,9055.491139046382
1035,11281.790110951268
1038,7600.845705008509
1040,5168.857946397828
1047,12469.104727865493
1056,3758.194821573675
1061,3516.629701366536
1064,7380.186644472729
1068,9250.929259234652
1082,6132.288546890472
1093,6361.005223923662
1094,3125.4387803959926
1111,4017.1845548930896
1136,12468.609756360562
1138,3434.9662278575574
1146,3950.331641298482
1157,4703.774158855527
1174,12135.018218439343
1178,2399.4396827844907
1182,25380.03551213874
1183,4642.850901714781
1184,7148.525350528363
1192,10565.131339479149
1197,7093.85377716369
1203,6204.55454581924
1206,8254.73844202626
1210,2264.4504623928788
1211,5989.2122291920095
