id,pred
0,8415.872592120997
1,3985.1253555801645
2,2928.930104183531
3,8070.79911050713
4,4396.2230407952175
5,6833.739676531356
6,6409.887026470462
7,4063.1699571042855
8,6477.095547475721
9,4804.773948871851
10,8849.02476884906
11,7519.285212207822
12,15396.233480176332
13,7098.814487425946
14,5562.767478684103
15,8326.338522192493
16,3445.7801963791044
17,9326.102633419345
18,2650.2442181324013
19,8038.899877974429
20,4032.008502916092
21,3127.6468649173466
22,8600.553114839615
23,18953.003386014352
24,6787.563947892857
25,8109.885772079048
26,5894.861567016955
27,11771.282434387269
28,5558.3128227464495
29,5104.104281279162
30,7970.019600589538
31,5164.881654084285
32,2855.3214935920114
33,4665.0542625196085
34,8106.143930876928
35,8635.151477531157
36,7006.9474614169685
37,10634.177617844758
38,16012.12479657866
39,3603.279450228204
40,3860.1316541323
41,19137.447596742088
42,3032.2081058786853
43,12606.333228039319
44,5258.213295649279
45,19986.249818302782
46,3778.478067322715
47,4126.432955081734
48,4221.447795255524
49,8437.332954894622
50,6245.46072580251
51,3266.6808040201886
52,8345.071045502043
53,4727.171774918849
54,2631.764568376372
55,12475.623993187724
56,5061.837329391341
57,13009.37763836838
58,15637.016173769414
59,5083.68250049113
60,8058.903532977886
61,2083.6424871399377
62,7802.61143756413
63,6716.391804186
64,2514.9681311808736
65,7890.706368023113
66,3234.084115404774
67,8911.118327222768
68,4971.094000171397
69,3940.997457104795
70,8771.326908797804
71,8875.13567109486
72,2744.1090644424394
73,5461.928138938847
74,7937.990258786671
75,8138.834509915075
76,17816.173717301477
77,5056.371056197217
78,8367.458679263465
79,9002.7513671087
80,5482.114679287259
81,7687.97709401181
82,3065.5427827241383
83,13174.230323615222
84,3449.556179890408
85,12129.379199782754
86,8389.660169056897
87,3336.787196907659
88,5048.627460223761
89,3680.2749647895475
90,7525.537674165673
91,2731.3344540620437
92,4938.844945633333
93,2591.727407248272
94,5257.5627344376435
95,20955.811005845244
96,17009.922977919352
97,8626.596579619329
98,2650.480280669353
99,6084.732130641474
100,8101.926680823549
101,2550.214146931714
102,18427.05367083037
103,9007.77697690218
104,17314.30505421031
105,5454.958690294954
106,10772.567328997557
107,5160.1590435314765
108,6157.94928688449
109,4115.202483934284
110,6165.730937924733
111,7813.248377285407
112,5225.542928632471
113,2842.551883940915
114,18465.59916963157
115,6984.745919124843
116,6599.817362487554
117,5696.835061335672
118,6690.333532633115
119,7573.260659318661
120,16440.594814878095
121,3914.6357175505364
122,5755.809691291289
123,8045.529695332664
124,4262.676727914605
125,8569.072551551495
126,2284.6017655929245
127,8736.446124797467
128,10716.77314431952
129,8354.461944644705
130,4500.350819169342
131,15401.174479896916
132,8534.244560957051
133,9191.523280204188
134,23293.642948560075
135,20808.316590912284
136,18907.275026658266
137,7472.404016307961
138,19149.663884177433
139,5949.680900121668
140,2779.1083558206956
141,16904.495497974167
142,4970.579113061704
143,4208.396766901373
144,5440.318074293546
145,13936.058223258533
146,5530.720635304597
147,23902.60803305288
148,2654.206964303793
149,11767.519968847111
150,3339.023127165339
151,7179.549452852727
152,15195.525221410344
153,8027.976829660285
154,26236.425575562003
155,13545.501190109304
156,3841.1989211494842
157,6180.741560728254
158,7834.89939963641
159,2471.747522718073
160,7979.893618183395
161,9324.611187457846
162,6412.875626349594
163,6098.135636724126
164,5072.126310149888
165,11161.221424401048
166,4599.798698975311
167,9309.306887090273
168,6531.044329721712
169,5867.277101831347
170,7803.519395781812
171,2275.4366453572775
172,5507.746947061271
173,9121.26361761607
174,5924.760109780543
175,5208.869041942817
176,2864.0509351333276
177,5303.608274926368
178,19466.96739405209
179,10790.56537950168
180,5450.766315030093
181,18939.20292778265
182,6588.455106848436
183,6748.825764313487
184,5879.185894755748
185,6838.6104739000475
186,11367.224282505316
187,8521.959933544393
188,5752.939996715029
189,5486.2120203545655
190,12543.826688056412
191,5665.7122145741
192,6242.649566299413
193,11242.621032152896
194,6697.078203219837
195,6651.495629398125
196,5534.376530329793
197,4120.980507496632
198,8769.876924751597
199,6429.111100464095
200,5532.729777318073
201,22087.96666013264
202,6868.037062771096
203,10880.2364243232
204,2651.3572825119695
205,10264.957793433037
206,5425.324540982987
207,11163.682549466579
208,8197.034298225568
209,7376.15641335806
210,9969.885800641996
211,6515.734185945761
212,5029.0414205119905
213,14307.030483855797
214,7087.806760400699
215,7467.662977495942
216,4642.5084744468695
217,4046.7191403331244
218,6217.465585194355
219,6366.682390218673
220,5987.950661278516
221,5131.166800258055
222,4509.04435087988
223,6210.421477838152
224,13259.707966621983
225,22603.31937725185
226,6324.215399378338
227,4607.6524518535925
228,15949.714004860445
229,5433.634892743609
230,20457.556241605263
231,6796.98070463686
232,3316.771946013808
233,6129.091028158864
234,5320.143563029409
235,6400.579283430263
236,3483.5609801738365
237,12937.969607520608
238,4274.745163186398
239,4587.3907128662595
240,15129.479609933434
241,23547.80813582878
242,15490.612752101824
243,4539.830537748048
244,3658.337584531674
245,10598.671452673943
246,6699.487439546412
247,4307.261923146567
248,23960.605711420605
249,5800.050045226588
250,12128.129243863694
251,2653.619898692531
252,8801.298891992801
253,4672.663105061576
254,6026.472753553788
255,4239.549445506955
256,13133.489620360619
257,8595.99161350274
258,5335.591765349455
259,5763.19897933482
260,2510.2587262238176
261,8890.251779055081
262,8546.966843929473
263,3560.3428836072735
264,7096.821470347524
265,5471.084704812218
266,2512.2735096322385
267,5915.250776721323
268,4129.135621852417
269,5517.487300094381
270,6084.734057652842
271,5539.360439727527
272,6030.844276615286
273,15602.16922849357
274,6393.898404051091
275,22884.828185895865
276,5024.224129797232
277,5756.725618296494
278,5100.2284965502295
279,3428.8337936844537
280,6289.283242190315
281,15506.14619598249
282,6929.2798628986
283,6277.452513892511
284,7643.990987297693
285,12083.186018372267
286,4254.321752154668
287,19144.856089565757
288,6106.964862314661
289,15149.751662779037
290,6269.076157769923
291,8323.186386386351
292,11997.20367476222
293,8620.538070581599
294,3644.85200596071
295,9540.507553723008
296,5718.768162955674
297,3394.964223410898
298,2878.1764743904987
299,26709.93754216531
300,12046.41968897468
301,9295.04260536042
302,7444.400593535377
303,6487.879213220566
304,7709.417634263136
305,2918.0340464913343
306,9559.045100436313
307,7741.4152356281775
308,3003.52262301077
309,19778.80894356891
310,4592.1584758370045
311,6443.249217973607
312,12122.94004943069
313,25153.45999606108
314,4942.286402488316
315,6384.478991299948
316,12009.066551394753
317,4848.065327509166
318,8695.579690422315
319,6522.868104064652
320,13910.053502447061
321,4488.355644812089
322,4463.529323454928
323,5501.987822700377
324,7219.298455663164
325,3466.7457040112104
326,7881.168891823131
327,5066.481841445811
328,6799.103636594147
329,5434.216666445202
330,28051.444456224075
331,3243.71664648343
332,4549.845663276954
333,2633.109223856599
334,7916.379337345919
335,7761.993056198753
336,7790.845106400637
337,8226.57754027289
338,3424.525960739713
339,7313.242994249773
340,4172.0811475457485
341,2994.2603771861823
342,18443.82788135542
343,8788.265176883147
344,16933.545050745714
345,14795.800375478466
346,17282.290916217706
347,13706.760747032997
348,5122.584410686998
349,12236.825765975675
350,5008.328998207624
351,16122.677464607339
352,6876.592297191921
353,6415.78238001629
354,6561.8984988188495
355,4987.192549613055
356,6706.119669284935
357,3690.6192210347776
358,6186.693769849127
359,4034.0534010285937
360,3992.1972983506203
361,8276.97797819382
362,8264.283707875002
363,2807.760380801369
364,3750.564990054303
365,12068.78317437946
366,3524.954761277161
367,4755.462060987375
368,4405.464529352774
369,6311.405265916932
370,8144.665689252558
371,5472.292448331148
372,9714.524545259792
373,3473.558006825121
374,11676.294097839476
375,6091.196609335828
376,4560.650263297898
377,11137.39030900703
378,24423.003653243417
379,3232.5736907646933
380,6691.150259842041
381,4203.302135113057
382,8196.785183950815
383,3176.286892104879
384,23691.450475518104
385,3382.2505357505697
386,6122.857026393898
387,13711.6902962657
388,11715.004235462951
389,2725.191598345509
390,5954.787297797624
391,3864.242827240192
392,7687.803021893623
393,3220.221362290972
394,4757.862954088569
395,6598.211409712741
396,7098.53134192181
397,6798.34910410183
398,4344.639837509558
399,3741.702610480149
400,6124.172400393589
401,8050.080275726961
402,13560.715332811993
403,6742.277542669449
404,8560.39426545984
405,6523.280633357135
406,16461.740527750182
407,8803.818712079263
408,3205.8616125900207
409,5591.146232764469
410,7005.129953180818
411,6197.297643394953
412,12089.472209131343
413,8628.415874518636
414,16311.608596431175
415,4104.203136113694
416,3418.9968689052766
